GEOID,total_pop,tot_workers,median_income,avg_commute,pctpoc,pctpov,pct_wo_car,pct_transit_users
06059099603,5971,3154,147839,27.4,34.5168313515324,3.2322893987606767,0.9713615809747111,0
06059099604,3775,1864,129750,27.5,29.112582781456954,2.3311258278145695,0.8211920529801325,0
06059099605,5476,3131,158654,28.7,41.98319941563185,4.87582176771366,1.3148283418553688,1.7566272756307888
06059099701,5937,2788,71025,24.8,81.47212396833417,15.580259390264443,5.120431194205828,0.2869440459110474
06059099702,7814,3518,71372,26,82.59534169439468,27.78346557460967,2.1627847453288966,2.131893121091529
06059099703,5248,2248,84954,27.7,56.516768292682926,17.435213414634145,2.839176829268293,0.5338078291814947
06059099801,6449,2946,89398,27.5,84.26112575593116,12.00186075360521,0.9303768026050551,4.989816700610998
06059099802,4602,1712,39696,26.6,77.14037375054325,21.94697957409822,6.30160799652325,1.2850467289719625
06059099803,5593,2754,63007,24.9,86.483103879849807,14.410870731271233,3.23618809225818,1.5613652868554828
06059099902,4809,2173,106964,25.2,66.54190060303597,10.729881472239551,0.9149511332917446,0
06059099903,5240,2137,65067,29.8,80.7824427480916,23.969465648854964,1.1450381679389312,0.9358914365933552
06059099904,5437,2334,59336,27.4,82.54552142725768,11.624057384587088,4.119919073018209,0.8140531276778064
06059099905,3136,1631,93867,34.6,66.42219387755102,20.79081632653061,0.31887755102040816,0
06059099906,5383,2337,123879,30.9,39.6804755712428,9.009845810886123,0.4644250417982537,0.47068891741548996
06059110001,4604,2529,172500,30.7,36.468288444830584,3.6490008688097304,1.4552562988705473,2.332937920126532
06059110003,2761,1193,102128,26.4,37.0155740673669,9.416877942774358,1.9558131111915973,0
06059110004,4506,2399,116667,28.9,30.09320905459387,2.1970705725699067,0.954283177984909,0
06059110005,3363,1758,160417,31.9,35.26613143027059,3.449301219149569,0.3865596193874517,0
06059110006,3150,1542,171324,28.6,37.523809523809526,6.190476190476191,0.4444444444444444,0
06059110007,5074,2431,225451,26.5,36.87426093811588,2.148206543161214,0.13795821836815136,0
06059110008,5097,1981,156250,27.1,30.311948204826365,3.6884441828526584,0.15695507161075142,0
06059110010,4352,2031,150156,29.5,35.36305147058824,6.158088235294118,0.5744485294117647,0.4923682914820286
06059110011,2812,1183,143214,27.8,43.42105263157895,5.58321479374111,0.21337126600284498,1.0143702451394758
06059110012,5157,2110,158098,30.6,32.30560403335272,1.59007174713981,2.2687609075043627,0
06059110014,4760,2446,84606,29.9,56.30252100840336,12.22689075630252,0.9453781512605042,0
06059110015,3699,1818,140870,34.5,33.54960800216274,4.514733711814004,1.1624763449580968,1.0451045104510452
06059110102,5955,2785,117036,30.5,68.22837951301427,9.588581024349287,0.9235936188077246,0.39497307001795334
06059110104,6133,2650,104702,31.8,64.74808413500733,3.8806456872656123,4.223055600847872,0
06059110106,3552,1789,134763,26.8,52.759009009009006,2.336711711711712,0.9009009009009009,0
06059110108,3128,1513,102031,26.2,67.3913043478261,8.05626598465473,0.1918158567774936,0.7931262392597489
06059110109,5641,3018,129088,30.4,70.6435029250133,5.655025704662294,1.5954617975536254,0.26507620941020543
06059110110,5260,2582,82396,31.1,74.22053231939162,11.159695817490494,0.6844106463878328,0.8520526723470179
06059110111,5449,2634,107194,32.5,68.34281519544871,14.75500091759956,1.2479354009910075,0
06059110113,2353,1145,115833,33.8,58.648533786655335,9.009774755631108,4.8023799405014875,1.8340611353711789
06059110114,4662,2277,135933,32.3,51.11540111540111,4.590304590304591,1.093951093951094,0.1756697408871322
06059110115,3463,1567,95614,33.8,73.77995957262489,9.41380306092983,3.4074501876985277,0
06059110116,4672,2444,115577,29.6,73.15924657534246,4.8159246575342465,3.403253424657534,0.6546644844517185
06059110117,7475,3233,146719,25.7,78.06020066889631,4.6688963210702346,0.3612040133779264,0.5258274048871018
06059110118,2280,1221,203750,30.5,78.7719298245614,0.39473684210526316,0.30701754385964913,0
06059110201,8291,3563,87799,29,72.66915932939332,14.099626100591003,1.387046194668918,0.5332584900364862
06059110202,8062,3723,83182,30.9,66.69560903001737,12.093773257256265,2.4683701314810222,0.40290088638195
06059110203,5720,3098,131667,29.7,48.12937062937063,8.181818181818182,1.3986013986013985,1.3234344738540995
06059110301,6773,4147,123779,31.2,65.24435257640631,4.517938874944633,1.0925734534179832,2.8213166144200628
06059110302,6286,3170,115795,28.9,82.58033725739739,3.4680241807190577,0.8590518612790328,3.2176656151419554
06059110303,4713,2300,117061,33.3,72.2681943560365,7.7233184807977935,1.6974326331423724,0.6086956521739131
