GEOID,place,state,state_abbr,county,ua_name,ua_pop,congressio,cbg_pop,acs_pop,land_area,biome,cnpysource,tc_goal,treecanopy,tc_gap,priority_i,pctpoc,pctpocnorm,pctpov,pctpovnorm,unemplrate,unemplnorm,dep_ratio,dep_perc,depratnorm,linguistic,lingnorm,health_nor,temp_diff,temp_norm,tes,tesctyscor,holc_grade,child_perc,seniorperc,ej_disadva,rank,rankgrpsz,_bld1200,_veg1200,_tot1200,_bld1500,_veg1500,_tot1500,_bld1800,_veg1800,_tot1800
370510034032,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,701,870.0,0.758,Forest,Google,0.5,0.3695,0.1305,0.633833176709138,0.635632183908046,0.635632183908046,0.835873388042204,0.862621336459555,0.439655172413793,0.832204433497537,0.764705882352941,0.433333333333333,0.382352941176471,0.028396946564885,0.360207573421576,0.439932843343413,0.85,0.639084507042254,78,83.0,,0.433333333333333,0.0,Yes,123.0,162,,,,,,,,,
370510034033,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1566,1399.0,0.5844,Forest,Google,0.5,0.2767,0.2233,0.565681556809574,0.576840600428878,0.576840600428878,0.650296359017781,0.671105842506351,0.251162790697674,0.475415282392027,0.517353579175705,0.340957827019299,0.258676789587853,0.028396946564885,0.360207573421576,0.439932843343413,6.55,0.839788732394366,66,83.0,,0.340957827019299,0.0,Yes,146.0,162,,,,,,,,,
370510034041,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1810,2166.0,2.5281,Forest,Google,0.5,0.3671,0.1329,0.276717345993599,0.354570637119114,0.354570637119114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142080708089316,7.63,0.877816901408451,90,83.0,,0.0,0.0,,63.0,162,,,,,,,,,
370510034042,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,659,602.0,2.688,Forest,Google,0.5,0.5085,0.0,0.250706890053404,0.362126245847176,0.362126245847176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142080708089316,1.67,0.667957746478873,100,83.0,,0.0,0.0,,1.0,162,,,,,,,,,
370510034081,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,2971,1853.0,7.3341,Forest,Google,0.5,0.3491,0.1509,0.432625529119859,0.417161359956827,0.417161359956827,0.472260748959778,0.487373092926491,0.202739726027397,0.383757338551859,0.399546827794562,0.285483000539665,0.199773413897281,0.0,0.0,0.349022243377554,4.0,0.75,82,83.0,,0.285483000539665,0.0,,100.0,162,,,,,,,,,
370510034082,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1188,1634.0,0.4971,Forest,Google,0.4,0.2407,0.1593,0.455067655111145,0.725214198286414,0.725214198286414,0.464504283965728,0.479368421052632,0.119675456389452,0.226528542451463,0.452444444444444,0.311505507955936,0.226222222222222,0.0,0.0,0.349022243377554,4.15,0.755281690140845,80,83.0,,0.307221542227662,0.004283965728274,,111.0,162,,,,,,,,,
370510034083,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1093,1167.0,1.0694,Forest,Google,0.5,0.2101,0.2899,0.391321066648482,0.359897172236504,0.359897172236504,0.573264781491003,0.591609254498715,0.0,0.0,0.446096654275093,0.308483290488432,0.223048327137546,0.0,0.0,0.349022243377554,3.78,0.742253521126761,69,83.0,,0.308483290488432,0.0,,143.0,162,,,,,,,,,
370510034091,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,3554,5382.0,10.0465,Forest,Google,0.5,0.3324,0.1676,0.306129752283526,0.41304347826087,0.41304347826087,0.203225806451613,0.209729032258064,0.048979591836735,0.09271137026239,0.07618476304739,0.070791527313266,0.038092381523695,0.0,0.0,0.172190355612235,1.94,0.677464788732394,86,83.0,,0.070048309178744,0.000743218134522,,83.0,162,,,,,,,,,
370510034101,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1804,1901.0,2.7633,Forest,Google,0.5,0.4391,0.0609,0.454395776775117,0.399789584429248,0.399789584429248,0.617262918796139,0.637015332197615,0.246913580246914,0.467372134038801,0.502766798418972,0.334560757496055,0.251383399209486,0.008881922675026,0.112664782700454,0.143115942028985,3.86,0.745070422535211,92,83.0,,0.334560757496055,0.0,Yes,53.0,162,,,,,,,,,
370510034102,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,3099,2341.0,7.3089,Forest,Google,0.5,0.5526,0.0,0.277865441718405,0.565997436992738,0.565997436992738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008881922675026,0.112664782700454,0.143115942028985,-1.35,0.561619718309859,100,83.0,,0.0,0.0,,1.0,162,,,,,,,,,
370510035011,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1053,1215.0,0.787,Forest,Google,0.5,0.2052,0.2948,0.611091427445736,0.670781893004115,0.670781893004115,0.670781893004115,0.692246913580247,0.125,0.236607142857143,0.8984375,0.473251028806584,0.44921875,0.049964813511611,0.633790122130048,0.441806499876501,6.86,0.850704225352113,52,81.0,,0.386008230452675,0.087242798353909,Yes,14.0,14,,,,,,,,,
370510035012,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,737,306.0,1.0988,Forest,Google,0.5,0.2961,0.2039,0.527082818712811,0.839869281045752,0.839869281045752,0.398692810457516,0.411450980392157,0.081967213114754,0.155152224824356,0.204724409448819,0.169934640522876,0.102362204724409,0.049964813511611,0.633790122130048,0.441806499876501,3.64,0.737323943661972,71,81.0,,0.130718954248366,0.03921568627451,Yes,13.0,14,,,,,,,,,
370510035013,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1742,1636.0,1.144,Forest,Google,0.5,0.3123,0.1877,0.52701061070461,0.684596577017115,0.684596577017115,0.602941176470588,0.622235294117647,0.055975794251135,0.105954181975362,0.483227561196736,0.325794621026895,0.241613780598368,0.049964813511611,0.633790122130048,0.441806499876501,-0.51,0.591197183098592,73,81.0,,0.262224938875306,0.063569682151589,Yes,11.0,14,,,,,,,,,
370510035021,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,571,664.0,1.4241,Forest,Google,0.5,0.5989,0.0,0.513061136861285,0.948795180722892,0.948795180722892,0.368975903614458,0.38078313253012,0.106666666666667,0.201904761904762,0.627450980392157,0.385542168674699,0.313725490196078,0.039110429447853,0.49610520112424,0.441806499876501,-5.1,0.429577464788732,100,81.0,,0.162650602409638,0.22289156626506,Yes,1.0,14,,,,,,,,,
370510035022,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1181,690.0,1.3501,Forest,Google,0.5,0.2856,0.2144,0.47826174680331,0.626086956521739,0.626086956521739,0.363768115942029,0.375408695652174,0.073825503355705,0.13974113135187,0.38,0.27536231884058,0.19,0.039110429447853,0.49610520112424,0.441806499876501,1.81,0.672887323943662,72,81.0,,0.179710144927536,0.095652173913043,Yes,12.0,14,,,,,,,,,
370510036011,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1441,1603.0,1.1925,Forest,Google,0.5,0.5569,0.0,0.402034799949204,0.636930754834685,0.636930754834685,0.376169681846538,0.388207111665627,0.066398390342052,0.12568266743317,0.426156583629893,0.298814722395508,0.213078291814947,0.00583430571762,0.074006587304781,0.530620339290363,-6.49,0.380633802816901,100,81.0,,0.245789145352464,0.053025577043044,Yes,1.0,14,,,,,,,,,
370510036012,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,715,582.0,1.2193,Forest,Google,0.5,0.5222,0.0,0.478978335527062,0.84020618556701,0.84020618556701,0.543889845094664,0.561294320137694,0.052631578947368,0.099624060150376,0.716814159292035,0.417525773195876,0.358407079646018,0.00583430571762,0.074006587304781,0.530620339290363,-3.57,0.483450704225352,100,81.0,,0.237113402061856,0.180412371134021,Yes,1.0,14,,,,,,,,,
370510036013,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,592,618.0,1.0866,Forest,Google,0.5,0.502,0.0,0.511636196250982,0.694174757281553,0.694174757281553,0.922330097087379,0.951844660194175,0.203703703703704,0.385582010582011,0.197674418604651,0.16504854368932,0.098837209302325,0.00583430571762,0.074006587304781,0.530620339290363,-4.05,0.466549295774648,100,81.0,,0.16504854368932,0.0,Yes,1.0,14,,,,,,,,,
370510036021,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,409,543.0,2.0104,Forest,Google,0.5,0.6506,0.0,0.413345263258352,0.677716390423573,0.677716390423573,0.460405156537753,0.475138121546961,0.0,0.0,0.459677419354839,0.314917127071823,0.229838709677419,0.021475256769374,0.272407813700193,0.530620339290363,-10.16,0.251408450704225,100,81.0,,0.186003683241252,0.128913443830571,Yes,1.0,14,,,,,,,,,
370510036022,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,418,309.0,0.6188,Forest,Google,0.5,0.3308,0.1692,0.359142770266361,0.294498381877023,0.294498381877023,0.200647249190938,0.207067961165048,0.0,0.0,0.231075697211155,0.187702265372168,0.115537848605578,0.021475256769374,0.272407813700193,0.530620339290363,-0.39,0.595422535211268,83,81.0,,0.0,0.187702265372168,Yes,8.0,14,,,,,,,,,
370510036023,Spring Lake,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,1141,1417.0,2.1338,Forest,Google,0.5,0.6176,0.0,0.470582606726626,0.747353563867325,0.747353563867325,0.45859872611465,0.473273885350319,0.099518459069021,0.188374226094932,0.528586839266451,0.345800988002823,0.264293419633225,0.021475256769374,0.272407813700193,0.530620339290363,-5.77,0.405985915492958,100,81.0,,0.196894848270995,0.148906139731828,Yes,1.0,14,,,,,,,,,
370510037004,,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,183,2332.0,3.7425,Forest,Google,0.5,0.4437,0.0563,0.387879202800749,0.334905660377358,0.334905660377358,0.354202401372213,0.365536878216124,0.061702127659574,0.116793313069909,0.598355037697053,0.374356775300171,0.299177518848526,0.011664746543779,0.147964149508524,0.350035058883666,0.44,0.624647887323944,94,,,0.243567753001715,0.130789022298456,Yes,3.0,5,,,,,,,,,
370510038001,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,847,751.0,2.8467,Forest,Google,0.5,0.3597,0.1403,0.697440215686841,1.0,1.0,0.882822902796272,0.911073235685752,0.21025641025641,0.397985347985348,1.414790996784566,0.585885486018642,0.707395498392283,0.011996161228407,0.152168054990876,0.75559988479801,3.22,0.722535211267606,74,83.0,,0.328894806924101,0.256990679094541,Yes,133.0,162,,,,,,,,,
370510038002,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 9,1011,876.0,2.2744,Forest,Google,0.5,0.1781,0.3219,0.462896248474252,0.594748858447489,0.594748858447489,0.336805555555556,0.347583333333333,0.0,0.0,0.120204603580563,0.107305936073059,0.060102301790281,0.011996161228407,0.152168054990876,0.75559988479801,8.61,0.912323943661972,60,83.0,,0.0,0.107305936073059,Yes,157.0,162,,,,,,,,,
370510038003,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 9,715,610.0,2.2042,Forest,Google,0.5,0.3896,0.1104,0.547826135233733,0.921311475409836,0.921311475409836,0.586776859504132,0.605553719008264,0.030508474576271,0.05774818401937,0.592689295039164,0.372131147540984,0.296344647519582,0.011996161228407,0.152168054990876,0.75559988479801,2.42,0.694366197183099,84,83.0,,0.211475409836065,0.160655737704918,Yes,92.0,162,,,,,,,,,
370519801001,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,0,0.0,6.1816,Forest,Google,0.5,0.3853,0.1147,0.235218968936663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408745345250731,0.96,0.642957746478873,92,83.0,,0.0,0.0,,53.0,162,,,,,,,,,
370519802001,Fayetteville,North Carolina,NC,Cumberland County,"Fayetteville, NC",324216,NC Congressional District 8,0,523.0,8.985,Forest,Google,0.5,0.4668,0.0332,0.207372756818799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212938343332446,0.37,0.622183098591549,98,83.0,,0.0,0.0,,32.0,162,,,,,,,,,
370531101011,,North Carolina,NC,Currituck County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1157,1219.0,19.9421,Forest,Google,0.5,0.328,0.172,0.284755817183455,0.034454470877769,0.06714158791836,0.171452009844135,0.452519505856582,0.046992481203008,0.132595001016054,0.803254437869823,0.445447087776866,0.4108934040356,0.0,0.0,0.306349206349206,-4.4,0.067490984028851,88,,,0.068088597210828,0.377358490566038,,1.0,1,,,,,,,,,
370559701011,Duck,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1366,1545.0,8.4571,Forest,Google,0.5,0.3788,0.1212,0.470296157642589,0.085436893203883,0.256229438589345,0.167637540453074,0.440791746180331,0.354406130268199,1.0,1.049071618037135,0.511974110032362,0.639912179412512,0.0,0.0,0.25,-0.02,0.293147861926842,86,86.0,,0.135922330097087,0.376051779935275,,1.0,1,,,,,,,,,
370559701012,Southern Shores,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,2067,2019.0,5.3349,Forest,Google,0.5,0.5206,0.0,0.238205441567446,0.024764735017335,0.031203489181134,0.024269440316989,0.0,0.014285714285714,0.04030888030888,1.085743801652893,0.520554730064388,0.674078296590984,0.0,0.0,0.25,-4.17,0.079340546110252,100,100.0,,0.221396731054978,0.299157999009411,,1.0,2,,,,,,,,,
370559701013,Southern Shores,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1029,659.0,4.0908,Forest,Google,0.5,0.5973,0.0,0.290430554182767,0.153262518968134,0.507786763860004,0.060698027314112,0.112001347985378,0.096774193548387,0.273060156931125,0.529002320185615,0.34597875569044,0.155382849021456,0.0,0.0,0.25,-2.16,0.182895414734673,100,100.0,,0.030349013657056,0.315629742033384,,1.0,2,,,,,,,,,
370559701021,Kitty Hawk,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1377,1636.0,6.2406,Forest,Google,0.5,0.5251,0.0,0.367403114514671,0.03239608801956,0.05950728627559,0.075794621026895,0.158416512151716,0.055374592833876,0.156246148428559,0.895712630359212,0.472493887530562,0.497033282473187,0.022366930917327,0.655622581975528,0.552976190476191,-5.71,0.0,100,80.0,,0.169926650366748,0.302567237163814,,1.0,2,,,,,,,,,
370559701022,Kitty Hawk,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1614,2028.0,4.8465,Forest,Google,0.5,0.3084,0.1916,0.55548117682675,0.185897435897436,0.628825859639237,0.263806706114398,0.736468221074837,0.07108239095315,0.20056761122997,0.595594020456334,0.3732741617357,0.217423873313924,0.022366930917327,0.655622581975528,0.552976190476191,4.98,0.55074703760948,74,80.0,,0.194280078895464,0.178994082840237,,2.0,2,,,,,,,,,
370559702001,Kill Devil Hills,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1181,1028.0,1.7804,Forest,Google,0.5,0.1,0.4,0.631136562170756,0.175097276264591,0.588769328805628,0.266315789473684,0.744182512009862,0.048780487804878,0.137640079103494,0.456090651558074,0.313229571984436,0.087453743950763,0.034115559061329,1.0,0.725,10.75,0.848016486347244,39,73.0,,0.107003891050584,0.206225680933852,,6.0,6,,,,,,,,,
370559702002,Kill Devil Hills,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1375,1297.0,1.497,Forest,Google,0.5,0.2766,0.2234,0.48777089546439,0.023901310717039,0.028001149282183,0.098689282960678,0.228807191824681,0.127127127127127,0.358704650596542,0.378320935175345,0.274479568234387,0.01499857545823,0.034115559061329,1.0,0.725,7.11,0.660484286450283,74,73.0,,0.0,0.274479568234387,,4.0,6,,,,,,,,,
370559702003,Kill Devil Hills,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1373,1565.0,1.2146,Forest,Google,0.5,0.3468,0.1532,0.574988111400637,0.063258785942492,0.173973428720254,0.349520766773163,1.0,0.073958333333333,0.208682432432432,0.388642413487134,0.279872204472843,0.02461471506831,0.034115559061329,1.0,0.725,5.2,0.562081401339516,79,73.0,,0.147603833865815,0.132268370607029,,3.0,6,,,,,,,,,
370559702004,Kill Devil Hills,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1127,1318.0,2.571,Forest,Google,0.5,0.4767,0.0233,0.618443448711542,0.260242792109256,0.904564103764625,0.160091047040971,0.41758970886867,0.0,0.0,0.929721815519766,0.481790591805766,0.528718382480173,0.034115559061329,1.0,0.725,3.15,0.456465739309634,96,73.0,,0.358118361153263,0.123672230652504,,1.0,6,,,,,,,,,
370559703011,,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,2537,2180.0,4.7351,Forest,Google,0.5,0.3946,0.1054,0.345911676915043,0.098623853211009,0.30513833328018,0.125229357798165,0.310405859312553,0.088630259623993,0.250081056884996,0.511789181692094,0.338532110091743,0.139346004503525,0.0022807906741,0.066854852649495,0.770238095238095,-4.34,0.070582174137043,91,,,0.137614678899082,0.200917431192661,,2.0,3,,,,,,,,,
370559703012,,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1444,1957.0,1.1855,Forest,Google,0.5,0.1979,0.3021,0.321484435159876,0.01635155850792,0.0,0.092488502810424,0.209742611157737,0.009337860780985,0.026347909879319,0.537313432835821,0.349514563106796,0.163126005296677,0.0022807906741,0.066854852649495,0.770238095238095,3.73,0.48634724368882,76,,,0.209504343382729,0.140010219724067,,3.0,3,,,,,,,,,
370559703021,Kill Devil Hills,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,2517,2196.0,6.102,Forest,Google,0.5,0.4539,0.0461,0.51085389905495,0.285974499089253,1.0,0.298724954462659,0.843825964173745,0.068642745709828,0.193683855462327,0.430618892508143,0.301001821493625,0.063722648100017,0.0,0.0,0.770238095238095,0.58,0.324059763008758,94,73.0,,0.157559198542805,0.14344262295082,,2.0,6,,,,,,,,,
370559703022,Kill Devil Hills,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,581,613.0,2.3037,Forest,Google,0.5,0.08,0.42,0.392936372360668,0.073409461663948,0.211621099573372,0.120717781402936,0.29653481243817,0.0,0.0,0.362222222222222,0.265905383360522,0.0,0.0,0.0,0.770238095238095,13.7,1.0,60,73.0,,0.030995106035889,0.234910277324633,,5.0,6,,,,,,,,,
370559704001,Nags Head,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1168,1342.0,5.2309,Forest,Google,0.5,0.5355,0.0,0.455706942393951,0.105812220566319,0.331799148342173,0.126959247648903,0.315724484357333,0.024475524475524,0.069060669060669,1.43557168784029,0.589418777943368,1.0,0.004939084622983,0.144775133659814,0.550793650793651,1.17,0.35445646573931,100,70.0,,0.140834575260805,0.448584202682563,,1.0,3,,,,,,,,,
370559704002,Nags Head,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,1597,1387.0,6.0982,Forest,Google,0.5,0.2341,0.2659,0.397998805536213,0.048305695746215,0.118514163406861,0.135766423357664,0.342802546742877,0.023557126030624,0.066469296151275,0.725124378109453,0.420331651045422,0.338102516945178,0.004939084622983,0.144775133659814,0.550793650793651,8.97,0.756311179804225,74,70.0,,0.167267483777938,0.253064167267484,,2.0,3,,,,,,,,,
370559704003,Nags Head,North Carolina,NC,Dare County,"Kill Devil Hills--Nags Head, NC",23851,NC Congressional District 3,341,373.0,3.2938,Forest,Google,0.5,0.0915,0.4085,0.469341769887701,0.061662198391421,0.168051871943116,0.264305177111717,0.738000792833266,0.034334763948498,0.096879712330356,1.095505617977528,0.522788203753351,0.68317301982636,0.004939084622983,0.144775133659814,0.550793650793651,3.82,0.490984028851108,54,70.0,,0.0,0.522788203753351,,3.0,3,,,,,,,,,
370559705011,Manns Harbor,North Carolina,NC,Dare County,"Manteo, NC",6070,NC Congressional District 3,322,1040.0,0.973,Forest,Google,0.5,0.2937,0.2063,0.325693518831925,0.073076923076923,0.073076923076923,0.293269230769231,0.313832348786439,0.031034482758621,0.069043006586594,0.666666666666667,0.4,0.333333333333333,0.039795918367347,0.25805806858826,0.456559301309937,-3.11,0.251491053677932,86,86.0,,0.161538461538461,0.238461538461538,,1.0,1,,,,,,,,,
370559706011,,North Carolina,NC,Dare County,"Manteo, NC",6070,NC Congressional District 3,1476,1722.0,5.724,Forest,Google,0.5,0.4827,0.0173,0.312261676689974,0.101045296167247,0.101045296167247,0.150416171224732,0.160962881060189,0.035752979414951,0.079540336226521,0.795620437956204,0.443089430894309,0.397810218978102,0.029857532585632,0.193612247385181,0.367058540009131,-1.11,0.350894632206759,98,,,0.200348432055749,0.24274099883856,Yes,1.0,3,,,,,,,,,
370559706012,Manteo,North Carolina,NC,Dare County,"Manteo, NC",6070,NC Congressional District 3,867,1370.0,1.3844,Forest,Google,0.5,0.4428,0.0572,0.493895917320856,0.458394160583942,0.458394160583942,0.552437223042836,0.591172387262868,0.230228471001757,0.512193677060089,0.924157303370786,0.48029197080292,0.462078651685393,0.029857532585632,0.193612247385181,0.367058540009131,1.47,0.479125248508946,94,90.0,,0.446715328467153,0.033576642335766,Yes,1.0,3,,,,,,,,,
370559706013,Manteo,North Carolina,NC,Dare County,"Manteo, NC",6070,NC Congressional District 3,2037,2253.0,2.9301,Forest,Google,0.5,0.4238,0.0762,0.396410758512348,0.526409232134931,0.526409232134931,0.387727879057359,0.414914141027992,0.015957446808511,0.035500836720057,0.706818181818182,0.414114513981358,0.353409090909091,0.029857532585632,0.193612247385181,0.367058540009131,0.17,0.414512922465209,93,90.0,,0.280958721704394,0.133155792276964,Yes,2.0,3,,,,,,,,,
370559706014,Manteo,North Carolina,NC,Dare County,"Manteo, NC",6070,NC Congressional District 3,1368,1641.0,2.2816,Forest,Google,0.5,0.266,0.234,0.338842256104436,0.078610603290676,0.078610603290676,0.194868662186927,0.208532241171653,0.025374855824683,0.056451926441429,0.791484716157205,0.441803778184034,0.395742358078603,0.029857532585632,0.193612247385181,0.367058540009131,3.05,0.55765407554672,84,90.0,,0.191956124314442,0.249847653869592,Yes,3.0,3,,,,,,,,,
370570601011,High Point,North Carolina,NC,Davidson County,"High Point, NC",153453,NC Congressional District 13,875,595.0,0.7173,Forest,Google,0.5,0.5133,0.0,0.36382591831839,0.300840336134454,0.300840336134454,0.413732394366197,0.413732394366197,0.093548387096774,0.251067362428842,0.582446808510638,0.368067226890756,0.291223404255319,0.021058219784109,0.125920434391332,0.197737527578298,1.73,0.471457905544148,100,87.0,,0.109243697478992,0.258823529411765,,1.0,81,,,,,,,,,
370570601012,High Point,North Carolina,NC,Davidson County,"High Point, NC",153453,NC Congressional District 13,507,834.0,1.1149,Forest,Google,0.5,0.5423,0.0,0.257135253157568,0.238609112709832,0.238609112709832,0.058752997601918,0.058752997601918,0.034682080924855,0.09308058483509,0.3344,0.250599520383693,0.1672,0.021058219784109,0.125920434391332,0.197737527578298,-1.45,0.340862422997947,100,87.0,,0.200239808153477,0.050359712230216,,1.0,81,,,,,,,,,
370570601013,High Point,North Carolina,NC,Davidson County,"High Point, NC",153453,NC Congressional District 13,1689,2363.0,1.1943,Forest,Google,0.5,0.439,0.061,0.409425349625252,0.41388066017774,0.41388066017774,0.662716885315277,0.662716885315277,0.045705279747833,0.122664905205581,0.544444444444444,0.352517985611511,0.272222222222222,0.021058219784109,0.125920434391332,0.197737527578298,5.14,0.611498973305955,93,87.0,,0.300465509944985,0.052052475666526,,40.0,81,,,,,,,,,
370570601014,High Point,North Carolina,NC,Davidson County,"High Point, NC",153453,NC Congressional District 13,2317,2118.0,1.5968,Forest,Google,0.5,0.3762,0.1238,0.363320001563028,0.410764872521246,0.410764872521246,0.162713472485769,0.162713472485769,0.074750830564784,0.200618037912839,0.619266055045872,0.382436260623229,0.309633027522936,0.021058219784109,0.125920434391332,0.197737527578298,5.85,0.640657084188912,88,87.0,,0.298394711992446,0.084041548630784,,52.0,81,,,,,,,,,
370570601032,,North Carolina,NC,Davidson County,"High Point, NC",153453,NC Congressional District 13,48,772.0,0.1552,Forest,Google,0.5,0.6698,0.0,0.357592600405629,0.152849740932642,0.152849740932642,0.477979274611399,0.477979274611399,0.121293800539083,0.32553115585857,0.954430379746835,0.488341968911917,0.477215189873418,0.036936936936937,0.220869341846938,0.205726811325559,-6.26,0.143326488706365,100,,,0.158031088082902,0.330310880829015,,1.0,18,,,,,,,,,
370570601041,Wallburg,North Carolina,NC,Davidson County,"Winston-Salem, NC",420955,NC Congressional District 13,2178,3662.0,8.142,Forest,Google,0.5,0.4609,0.0391,0.261388609877774,0.221190606226106,0.221190606226106,0.118514472965593,0.118514472965593,0.014616321559074,0.030717113276492,0.795098039215686,0.442927362097215,0.397549019607843,0.0,0.0,0.240588115588116,-1.97,0.24668541582965,97,97.0,,0.335062807209175,0.107864554888039,,2.0,2,,,,,,,,,
370570601042,,North Carolina,NC,Davidson County,"Winston-Salem, NC",420955,NC Congressional District 13,344,1416.0,1.7266,Forest,Google,0.5,0.4481,0.0519,0.271456012392324,0.048022598870056,0.048022598870056,0.15819209039548,0.15819209039548,0.141210374639769,0.29676242795389,0.697841726618705,0.411016949152542,0.348920863309353,0.0,0.0,0.240588115588116,-2.11,0.241060666934512,97,,,0.075564971751412,0.33545197740113,,10.0,18,,,,,,,,,
370570602011,Midway,North Carolina,NC,Davidson County,"Winston-Salem, NC",420955,NC Congressional District 13,1178,1321.0,6.1517,Forest,Google,0.5,0.5627,0.0,0.279235186400172,0.26116578349735,0.26116578349735,0.249810749432248,0.249810749432248,0.0,0.0,0.672151898734177,0.401968205904618,0.336075949367089,0.0,0.0,0.35615927282594,-3.36,0.190839694656489,100,97.0,,0.151400454201363,0.250567751703255,,1.0,7,,,,,,,,,
370570602012,Midway,North Carolina,NC,Davidson County,"Winston-Salem, NC",420955,NC Congressional District 13,132,1334.0,0.4194,Forest,Google,0.5,0.4137,0.0863,0.297924506620088,0.263868065967017,0.263868065967017,0.213643178410795,0.213643178410795,0.072340425531915,0.152027925531915,0.517633674630262,0.341079460269865,0.258816837315131,0.0,0.0,0.35615927282594,-0.77,0.294897549216553,94,97.0,,0.077961019490255,0.26311844077961,,7.0,7,,,,,,,,,
370570602013,Wallburg,North Carolina,NC,Davidson County,"Winston-Salem, NC",420955,NC Congressional District 13,472,1012.0,1.5833,Forest,Google,0.5,0.5938,0.0,0.228291649406305,0.069169960474308,0.069169960474308,0.186758893280632,0.186758893280632,0.0,0.0,0.501483679525223,0.33399209486166,0.250741839762611,0.0,0.0,0.35615927282594,-4.75,0.134993973483327,100,97.0,,0.091897233201581,0.242094861660079,,1.0,2,,,,,,,,,
